,age,height_cm,weight_kg,overall,potential,value_eur,wage_eur,international_reputation,weak_foot,skill_moves,release_clause_eur,team_jersey_number,contract_valid_until,nation_jersey_number,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
106,0.45,0.4722222222222222,0.40476190476190477,0.8,0.7222222222222222,0.3834771886559803,0.47761194029850745,0.75,0.25,0.75,0.4248424980904976,0.15306122448979592,0.14285714285714285,0.3103448275862069,0.9647058823529412,0.872093023255814,0.6395348837209303,0.9259259259259259,1.0,0.8791208791208791,0.9642857142857143,0.9518072289156626,0.8875,0.9404761904761905,0.47297297297297297,0.48148148148148145,0.7837837837837838,0.7647058823529411,0.7333333333333333,0.8714285714285714,0.24615384615384617,0.5844155844155844,0.4918032786885246,0.9885057471264368,0.5641025641025641,0.5595238095238095,0.8351648351648352,0.8961038961038961,0.8875,0.8888888888888888,0.5172413793103449,0.3855421686746988,0.43902439024390244,0.14772727272727273,0.14444444444444443,0.14606741573033707,0.03409090909090909,0.12359550561797752
108,0.05,0.4722222222222222,0.42857142857142855,0.775,0.9166666666666666,0.4214170539694584,0.1279317697228145,0.25,0.75,1.0,0.42125417142974314,0.061224489795918366,0.42857142857142855,0.6896551724137931,0.8235294117647058,0.813953488372093,0.3488372093023256,0.8888888888888888,0.8837209302325582,0.9560439560439561,0.8690476190476191,0.4939759036144578,0.5875,0.9166666666666666,0.9054054054054054,0.8888888888888888,0.9324324324324325,0.7647058823529411,0.92,0.6142857142857143,0.3230769230769231,0.7402597402597403,0.4098360655737705,0.6436781609195402,0.34615384615384615,0.25,0.8131868131868132,0.8571428571428571,0.5875,0.7916666666666666,0.28735632183908044,0.43373493975903615,0.3170731707317073,0.056818181818181816,0.1,0.0898876404494382,0.10227272727272728,0.11235955056179775
109,0.1,0.6944444444444444,0.5952380952380952,0.775,0.9166666666666666,0.4356445034620127,0.14712153518123666,0.0,0.75,0.75,0.44739769424381143,0.2857142857142857,0.42857142857142855,0.7586206896551724,0.7647058823529411,0.8488372093023255,0.7790697674418605,0.9135802469135802,0.8837209302325582,0.8681318681318682,0.8452380952380952,0.5542168674698795,0.825,0.9047619047619048,0.7432432432432432,0.9135802469135802,0.7567567567567568,0.7254901960784313,0.6933333333333334,0.6857142857142857,0.6,0.8051948051948052,0.5081967213114754,0.7931034482758621,0.32051282051282054,0.35714285714285715,0.8681318681318682,0.8441558441558441,0.7375,0.8472222222222222,0.367816091954023,0.4457831325301205,0.36585365853658536,0.045454545454545456,0.06666666666666667,0.10112359550561797,0.09090909090909091,0.10112359550561797
110,0.2,0.4166666666666667,0.21428571428571427,0.775,0.8611111111111112,0.4024471213127193,0.4136460554371002,0.5,1.0,1.0,0.48943237798407807,0.10204081632653061,0.42857142857142855,0.3448275862068966,0.8941176470588236,0.8255813953488372,0.4186046511627907,0.8765432098765432,0.8372093023255814,0.9230769230769231,0.8809523809523809,0.6867469879518072,0.8,0.8809523809523809,0.972972972972973,0.9629629629629629,0.9054054054054054,0.6470588235294118,0.8266666666666667,0.8285714285714286,0.4461538461538462,0.6363636363636364,0.29508196721311475,0.8275862068965517,0.48717948717948717,0.3333333333333333,0.8131868131868132,0.7922077922077922,0.8125,0.8194444444444444,0.40229885057471265,0.25301204819277107,0.3048780487804878,0.045454545454545456,0.044444444444444446,0.1348314606741573,0.09090909090909091,0.11235955056179775
111,0.3,0.6388888888888888,0.6428571428571429,0.775,0.8333333333333334,0.2933700085364697,0.19402985074626866,0.0,0.75,0.0,0.3130917535127155,0.0,0.7142857142857143,0.41379310344827586,0.2,0.03488372093023256,0.12790697674418605,0.49382716049382713,0.16279069767441862,0.054945054945054944,0.20238095238095238,0.14457831325301204,0.5125,0.05952380952380952,0.16216216216216217,0.2222222222222222,0.25675675675675674,0.6470588235294118,0.24,0.5714285714285714,0.6307692307692307,0.22077922077922077,0.2786885245901639,0.09195402298850575,0.02564102564102564,0.15476190476190477,0.12087912087912088,0.5194805194805194,0.175,0.5555555555555556,0.13793103448275862,0.10843373493975904,0.0975609756097561,0.9318181818181818,0.8888888888888888,0.9438202247191011,0.8863636363636364,0.9213483146067416
112,0.35,0.5277777777777778,0.38095238095238093,0.775,0.8333333333333334,0.34553732334250215,0.31769722814498935,0.25,0.5,0.75,0.3597400001025236,0.2653061224489796,0.8571428571428571,0.034482758620689655,0.9176470588235294,0.5813953488372093,0.7093023255813954,0.8641975308641975,0.6744186046511628,0.8791208791208791,0.8809523809523809,0.7469879518072289,0.7875,0.8690476190476191,0.9054054054054054,0.9259259259259259,0.8108108108108109,0.7647058823529411,0.7733333333333333,0.7857142857142857,0.6461538461538462,0.935064935064935,0.4262295081967213,0.7126436781609196,0.7307692307692307,0.8333333333333334,0.8131868131868132,0.7922077922077922,0.45,0.8194444444444444,0.8275862068965517,0.8554216867469879,0.8780487804878049,0.045454545454545456,0.07777777777777778,0.14606741573033707,0.13636363636363635,0.12359550561797752
113,0.25,0.6944444444444444,0.5238095238095238,0.775,0.8333333333333334,0.39296215498434983,0.24307036247334754,0.5,0.5,0.75,0.4089513371642992,0.19387755102040816,0.7142857142857143,0.6551724137931034,0.7058823529411765,0.8604651162790697,0.8837209302325582,0.9012345679012346,0.872093023255814,0.8571428571428571,0.7976190476190477,0.7349397590361446,0.85,0.8928571428571429,0.6216216216216216,0.7530864197530864,0.7162162162162162,0.803921568627451,0.5466666666666666,0.7571428571428571,0.6307692307692307,0.8961038961038961,0.6229508196721312,0.8505747126436781,0.8717948717948718,0.7857142857142857,0.9230769230769231,0.8571428571428571,0.8,0.8888888888888888,0.7241379310344828,0.7349397590361446,0.6707317073170732,0.056818181818181816,0.044444444444444446,0.07865168539325842,0.10227272727272728,0.056179775280898875
114,0.25,0.5277777777777778,0.42857142857142855,0.775,0.8333333333333334,0.3550222896708717,0.232409381663113,0.5,0.5,0.25,0.33103338681648786,0.20408163265306123,0.7142857142857143,0.6896551724137931,0.8235294117647058,0.5232558139534884,0.872093023255814,0.8395061728395061,0.4883720930232558,0.6593406593406593,0.6071428571428571,0.3855421686746988,0.6375,0.8095238095238095,0.7702702702702703,0.8395061728395061,0.6486486486486487,0.7843137254901961,0.6266666666666667,0.5285714285714286,0.8461538461538461,0.8181818181818182,0.7377049180327869,0.5172413793103449,0.8974358974358975,0.8928571428571429,0.6373626373626373,0.5974025974025974,0.4,0.7361111111111112,0.8505747126436781,0.9036144578313253,0.9512195121951219,0.09090909090909091,0.05555555555555555,0.06741573033707865,0.13636363636363635,0.07865168539325842
116,0.35,0.3611111111111111,0.47619047619047616,0.775,0.8055555555555556,0.3834771886559803,0.232409381663113,0.5,0.5,1.0,0.4094639552586927,0.10204081632653061,0.2857142857142857,0.3103448275862069,0.8823529411764706,0.813953488372093,0.6744186046511628,0.8518518518518519,0.813953488372093,0.8681318681318682,0.9166666666666666,0.9759036144578314,0.775,0.8809523809523809,0.8783783783783784,0.8888888888888888,0.7972972972972973,0.6666666666666666,0.7733333333333333,0.8857142857142857,0.676923076923077,0.7662337662337663,0.7540983606557377,0.8620689655172413,0.7564102564102564,0.23809523809523808,0.8681318681318682,0.8831168831168831,0.7625,0.7638888888888888,0.25287356321839083,0.26506024096385544,0.14634146341463414,0.06818181818181818,0.13333333333333333,0.0449438202247191,0.11363636363636363,0.07865168539325842
117,0.3,0.7222222222222222,0.5,0.775,0.8055555555555556,0.3787347054917955,0.2537313432835821,0.5,0.75,0.5,0.35307596487540815,0.17346938775510204,0.42857142857142855,0.5862068965517241,0.788235294117647,0.7906976744186046,0.8488372093023255,0.9012345679012346,0.7441860465116279,0.8351648351648352,0.8095238095238095,0.8192771084337349,0.8375,0.8690476190476191,0.8378378378378378,0.7777777777777778,0.7297297297297297,0.7647058823529411,0.6533333333333333,0.7714285714285715,0.676923076923077,0.8571428571428571,0.6721311475409836,0.8850574712643678,0.8205128205128205,0.8452380952380952,0.8241758241758241,0.8441558441558441,0.625,0.7916666666666666,0.7471264367816092,0.7831325301204819,0.7926829268292683,0.125,0.06666666666666667,0.14606741573033707,0.10227272727272728,0.06741573033707865
118,0.25,0.6111111111111112,0.5952380952380952,0.775,0.8055555555555556,0.3834771886559803,0.19829424307036247,0.25,0.75,0.75,0.35768952772494966,0.1836734693877551,0.7142857142857143,0.3103448275862069,0.8235294117647058,0.8255813953488372,0.5348837209302325,0.9259259259259259,0.8604651162790697,0.8901098901098901,0.8214285714285714,0.6265060240963856,0.85,0.8928571428571429,0.7567567567567568,0.8765432098765432,0.7972972972972973,0.7450980392156863,0.76,0.8,0.5076923076923077,0.7532467532467533,0.6557377049180327,0.8505747126436781,0.34615384615384615,0.36904761904761907,0.8351648351648352,0.8701298701298701,0.55,0.8194444444444444,0.367816091954023,0.39759036144578314,0.25609756097560976,0.10227272727272728,0.15555555555555556,0.10112359550561797,0.06818181818181818,0.06741573033707865
119,0.25,0.4444444444444444,0.40476190476190477,0.775,0.8055555555555556,0.3834771886559803,0.2537313432835821,0.25,0.5,0.75,0.35768952772494966,0.2857142857142857,0.5714285714285714,0.2413793103448276,0.8352941176470589,0.7906976744186046,0.5232558139534884,0.8271604938271605,0.8488372093023255,0.9010989010989011,0.9047619047619048,0.7590361445783133,0.75,0.9047619047619048,0.972972972972973,0.9382716049382716,0.8918918918918919,0.7647058823529411,0.8533333333333334,0.7857142857142857,0.6615384615384615,0.6363636363636364,0.4918032786885246,0.7701149425287356,0.2564102564102564,0.17857142857142858,0.8681318681318682,0.8051948051948052,0.75,0.7361111111111112,0.25287356321839083,0.21686746987951808,0.15853658536585366,0.03409090909090909,0.011111111111111112,0.033707865168539325,0.011363636363636364,0.02247191011235955
120,0.25,0.3333333333333333,0.40476190476190477,0.775,0.7777777777777778,0.37399222232761076,0.2537313432835821,0.25,0.75,0.75,0.3484624020258667,0.21428571428571427,0.5714285714285714,0.6551724137931034,0.8,0.8488372093023255,0.43023255813953487,0.8395061728395061,0.9186046511627907,0.9010989010989011,0.7380952380952381,0.6626506024096386,0.7125,0.8571428571428571,0.9459459459459459,0.9135802469135802,0.8648648648648649,0.7254901960784313,0.8933333333333333,0.8714285714285714,0.5230769230769231,0.7012987012987013,0.5737704918032787,0.8620689655172413,0.6025641025641025,0.35714285714285715,0.8571428571428571,0.7792207792207793,0.725,0.7638888888888888,0.4367816091954023,0.39759036144578314,0.45121951219512196,0.13636363636363635,0.08888888888888889,0.0898876404494382,0.07954545454545454,0.0449438202247191
125,0.45,0.9166666666666666,0.5476190476190477,0.775,0.75,0.24594517689462203,0.0767590618336887,0.0,0.5,0.0,0.2361990393536911,0.0,0.2857142857142857,0.7586206896551724,0.03529411764705882,0.09302325581395349,0.08139534883720931,0.20987654320987653,0.1744186046511628,0.07692307692307693,0.023809523809523808,0.08433734939759036,0.0625,0.09523809523809523,0.17567567567567569,0.2716049382716049,0.22972972972972974,0.7254901960784313,0.08,0.4,0.09230769230769231,0.0,0.5573770491803278,0.12643678160919541,0.07692307692307693,0.05952380952380952,0.10989010989010989,0.1038961038961039,0.1,0.2222222222222222,0.05747126436781609,0.012048192771084338,0.07317073170731707,0.9545454545454546,0.8555555555555555,0.7640449438202247,0.8863636363636364,0.9550561797752809
126,0.45,0.7222222222222222,0.47619047619047616,0.775,0.7222222222222222,0.29811249170065446,0.18550106609808104,0.5,0.75,0.25,0.2859229945098602,0.05102040816326531,0.5714285714285714,0.13793103448275862,0.4823529411764706,0.19767441860465115,0.8488372093023255,0.7654320987654321,0.26744186046511625,0.6703296703296703,0.44047619047619047,0.10843373493975904,0.7375,0.7142857142857143,0.581081081081081,0.6296296296296297,0.5405405405405406,0.7058823529411765,0.5066666666666667,0.5714285714285714,0.7076923076923077,0.5454545454545454,0.7213114754098361,0.6206896551724138,0.7948717948717948,0.9166666666666666,0.3076923076923077,0.6103896103896104,0.3875,0.8194444444444444,0.9310344827586207,0.9397590361445783,0.926829268292683,0.06818181818181818,0.08888888888888889,0.056179775280898875,0.13636363636363635,0.11235955056179775
128,0.9,0.6944444444444444,0.5476190476190477,0.775,0.6944444444444444,0.06098833349141611,0.031982942430703626,0.75,0.5,0.25,0.06600983201505047,0.02040816326530612,0.2857142857142857,0.06896551724137931,0.4470588235294118,0.4418604651162791,0.872093023255814,0.7407407407407407,0.22093023255813954,0.5824175824175825,0.42857142857142855,0.4819277108433735,0.6125,0.6071428571428571,0.5675675675675675,0.6790123456790124,0.5540540540540541,0.7254901960784313,0.36,0.5428571428571428,0.8923076923076924,0.8051948051948052,0.8032786885245902,0.5747126436781609,0.9743589743589743,0.9047619047619048,0.3956043956043956,0.4025974025974026,0.5875,0.7777777777777778,0.9080459770114943,0.9156626506024096,0.9024390243902439,0.06818181818181818,0.14444444444444443,0.033707865168539325,0.07954545454545454,0.07865168539325842
129,0.7,0.19444444444444445,0.07142857142857142,0.775,0.6944444444444444,0.2222327610736982,0.26439232409381663,0.5,0.75,0.5,0.22850976793778865,0.2755102040816326,0.14285714285714285,0.2413793103448276,0.8588235294117647,0.7558139534883721,0.7325581395348837,0.9382716049382716,0.8372093023255814,0.8351648351648352,0.9047619047619048,0.891566265060241,0.9125,0.8809523809523809,0.5135135135135135,0.4691358024691358,0.7162162162162162,0.6078431372549019,0.8533333333333334,0.7285714285714285,0.6461538461538462,0.7532467532467533,0.4262295081967213,0.8390804597701149,0.7051282051282052,0.7619047619047619,0.7692307692307693,0.8961038961038961,0.75,0.9027777777777778,0.735632183908046,0.7590361445783133,0.7195121951219512,0.125,0.14444444444444443,0.14606741573033707,0.125,0.11235955056179775
131,0.7,0.8055555555555556,0.5238095238095238,0.775,0.6944444444444444,0.1795504125960353,0.11300639658848614,0.5,0.25,0.0,0.16494512423299518,0.3877551020408163,0.42857142857142855,0.0,0.058823529411764705,0.023255813953488372,0.046511627906976744,0.14814814814814814,0.09302325581395349,0.10989010989010989,0.03571428571428571,0.04819277108433735,0.2,0.08333333333333333,0.3783783783783784,0.4444444444444444,0.40540540540540543,0.6666666666666666,0.4533333333333333,0.45714285714285713,0.5846153846153846,0.18181818181818182,0.5245901639344263,0.09195402298850575,0.23076923076923078,0.14285714285714285,0.06593406593406594,0.4935064935064935,0.1125,0.5416666666666666,0.08045977011494253,0.024096385542168676,0.06097560975609756,0.9318181818181818,0.8666666666666667,0.8314606741573034,0.9318181818181818,0.8876404494382022
133,0.65,0.6388888888888888,0.6428571428571429,0.775,0.6944444444444444,0.21749027790951342,0.24307036247334754,0.5,0.25,0.25,0.22338358699385372,0.04081632653061224,0.2857142857142857,0.6206896551724138,0.4588235294117647,0.4186046511627907,0.9069767441860465,0.6666666666666666,0.4883720930232558,0.5824175824175825,0.25,0.3373493975903614,0.525,0.5833333333333334,0.5945945945945946,0.7530864197530864,0.43243243243243246,0.7058823529411765,0.5733333333333334,0.7428571428571429,0.8615384615384616,0.6363636363636364,0.8688524590163934,0.4827586206896552,0.9230769230769231,0.8095238095238095,0.4945054945054945,0.36363636363636365,0.175,0.8055555555555556,0.896551724137931,0.927710843373494,0.9512195121951219,0.045454545454545456,0.06666666666666667,0.033707865168539325,0.11363636363636363,0.02247191011235955
137,0.6,0.5555555555555556,0.5,0.775,0.6944444444444444,0.19852034525277434,0.0767590618336887,0.5,0.75,0.0,0.18237413944237404,0.0,0.2857142857142857,0.0,0.058823529411764705,0.05813953488372093,0.03488372093023256,0.35802469135802467,0.046511627906976744,0.10989010989010989,0.047619047619047616,0.07228915662650602,0.2375,0.16666666666666666,0.35135135135135137,0.48148148148148145,0.44594594594594594,0.7058823529411765,0.49333333333333335,0.5142857142857142,0.6615384615384615,0.3246753246753247,0.5573770491803278,0.06896551724137931,0.28205128205128205,0.15476190476190477,0.12087912087912088,0.5324675324675324,0.175,0.4722222222222222,0.022988505747126436,0.12048192771084337,0.04878048780487805,0.875,0.9222222222222223,0.8876404494382022,0.8863636363636364,0.9438202247191011
139,0.5,0.3333333333333333,0.2619047619047619,0.775,0.6944444444444444,0.2933700085364697,0.29637526652452023,0.5,0.5,0.75,0.29361226592576267,0.04081632653061224,0.2857142857142857,0.2413793103448276,0.7176470588235294,0.7209302325581395,0.7790697674418605,0.9135802469135802,0.8023255813953488,0.8791208791208791,0.8095238095238095,0.7228915662650602,0.8375,0.8809523809523809,0.7702702702702703,0.7530864197530864,0.7972972972972973,0.7450980392156863,0.84,0.7571428571428571,0.7538461538461538,0.948051948051948,0.6229508196721312,0.7471264367816092,0.7435897435897436,0.8333333333333334,0.8131868131868132,0.7922077922077922,0.8,0.875,0.7931034482758621,0.8313253012048193,0.7439024390243902,0.1590909090909091,0.044444444444444446,0.1348314606741573,0.11363636363636363,0.033707865168539325
142,0.7,0.4722222222222222,0.40476190476190477,0.775,0.6944444444444444,0.2222327610736982,0.4349680170575693,0.75,0.75,0.5,0.24645140124156104,0.21428571428571427,0.2857142857142857,0.2413793103448276,0.8,0.7790697674418605,0.872093023255814,0.8765432098765432,0.8604651162790697,0.7802197802197802,0.8095238095238095,0.7349397590361446,0.8625,0.8571428571428571,0.6216216216216216,0.6419753086419753,0.6891891891891891,0.803921568627451,0.72,0.8428571428571429,0.8461538461538461,0.8571428571428571,0.8032786885245902,0.8735632183908046,0.9871794871794872,0.9166666666666666,0.8681318681318682,0.8441558441558441,0.8875,0.8333333333333334,0.8620689655172413,0.9397590361445783,0.975609756097561,0.022727272727272728,0.0,0.02247191011235955,0.0,0.011235955056179775
144,0.55,0.4166666666666667,0.42857142857142855,0.775,0.6944444444444444,0.24120269373043726,0.3070362473347548,0.5,0.5,0.25,0.24798925552474152,0.2755102040816326,0.42857142857142855,0.4482758620689655,0.8588235294117647,0.4418604651162791,0.7906976744186046,0.8518518518518519,0.5465116279069767,0.7032967032967034,0.7142857142857143,0.6144578313253012,0.85,0.7857142857142857,0.6891891891891891,0.654320987654321,0.6756756756756757,0.803921568627451,0.6933333333333334,0.6142857142857143,0.7230769230769231,0.8181818181818182,0.5901639344262295,0.6206896551724138,0.8717948717948718,0.9285714285714286,0.6373626373626373,0.7402597402597403,0.7,0.7638888888888888,0.896551724137931,0.9397590361445783,0.9512195121951219,0.125,0.07777777777777778,0.0898876404494382,0.045454545454545456,0.02247191011235955
146,0.5,0.4722222222222222,0.5238095238095238,0.775,0.6944444444444444,0.2933700085364697,0.3816631130063966,0.5,0.75,0.75,0.29361226592576267,0.07142857142857142,0.5714285714285714,0.6896551724137931,0.8235294117647058,0.7325581395348837,0.5,0.9506172839506173,0.8255813953488372,0.8681318681318682,0.9166666666666666,0.8072289156626506,0.9125,0.9166666666666666,0.6081081081081081,0.6296296296296297,0.7432432432432432,0.7843137254901961,0.7466666666666667,0.7428571428571429,0.47692307692307695,0.6623376623376623,0.639344262295082,0.7816091954022989,0.6923076923076923,0.8214285714285714,0.8131868131868132,0.8961038961038961,0.825,0.8888888888888888,0.7816091954022989,0.7831325301204819,0.7195121951219512,0.10227272727272728,0.13333333333333333,0.033707865168539325,0.03409090909090909,0.11235955056179775
148,0.55,0.5555555555555556,0.2857142857142857,0.775,0.6944444444444444,0.24120269373043726,0.34968017057569295,0.5,0.25,0.25,0.24132522029762607,0.01020408163265306,0.7142857142857143,0.034482758620689655,0.8588235294117647,0.5,0.7790697674418605,0.8271604938271605,0.6162790697674418,0.8131868131868132,0.8095238095238095,0.7710843373493976,0.7875,0.7976190476190477,0.8783783783783784,0.9753086419753086,0.5945945945945946,0.7450980392156863,0.6533333333333333,0.8714285714285714,0.8153846153846154,0.8961038961038961,0.7049180327868853,0.7241379310344828,0.7948717948717948,0.8690476190476191,0.7032967032967034,0.6753246753246753,0.6625,0.7222222222222222,0.8160919540229885,0.9036144578313253,0.9146341463414634,0.11363636363636363,0.044444444444444446,0.15730337078651685,0.14772727272727273,0.056179775280898875
149,0.5,0.3611111111111111,0.16666666666666666,0.775,0.6944444444444444,0.29811249170065446,0.09168443496801706,0.25,0.5,0.75,0.3387226582323903,0.09183673469387756,0.42857142857142855,0.3448275862068966,0.8352941176470589,0.8372093023255814,0.45348837209302323,0.9012345679012346,0.686046511627907,0.8461538461538461,0.8690476190476191,0.8674698795180723,0.875,0.8571428571428571,0.7432432432432432,0.7777777777777778,0.7432432432432432,0.7058823529411765,0.6533333333333333,0.7571428571428571,0.07692307692307693,0.7402597402597403,0.5409836065573771,0.8620689655172413,0.5,0.5,0.8681318681318682,0.9090909090909091,0.775,0.7916666666666666,0.6091954022988506,0.4578313253012048,0.4268292682926829,0.14772727272727273,0.1111111111111111,0.15730337078651685,0.125,0.10112359550561797
151,0.55,0.3888888888888889,0.3333333333333333,0.775,0.6944444444444444,0.2886275253722849,0.053304904051172705,0.5,0.75,0.5,0.3120665173239285,0.20408163265306123,0.5714285714285714,0.6896551724137931,0.8588235294117647,0.7906976744186046,0.4418604651162791,0.9259259259259259,0.8488372093023255,0.8351648351648352,0.8928571428571429,0.8313253012048193,0.9125,0.8571428571428571,0.8108108108108109,0.7160493827160493,0.7432432432432432,0.7450980392156863,0.7466666666666667,0.7285714285714285,0.5692307692307692,0.8441558441558441,0.4098360655737705,0.8275862068965517,0.6666666666666666,0.7380952380952381,0.8791208791208791,0.8961038961038961,0.875,0.8611111111111112,0.6781609195402298,0.6867469879518072,0.5365853658536586,0.14772727272727273,0.13333333333333333,0.07865168539325842,0.07954545454545454,0.1348314606741573
153,0.65,0.75,0.5,0.775,0.6944444444444444,0.2649151095513611,0.19402985074626866,0.5,0.75,0.75,0.24337569267520004,0.7244897959183674,0.2857142857142857,0.20689655172413793,0.8705882352941177,0.8488372093023255,0.5930232558139535,0.9259259259259259,0.8837209302325582,0.9120879120879121,0.9166666666666666,0.9397590361445783,0.775,0.9166666666666666,0.6756756756756757,0.6666666666666666,0.6621621621621622,0.7450980392156863,0.5333333333333333,0.9,0.046153846153846156,0.6493506493506493,0.6229508196721312,0.9540229885057471,0.5384615384615384,0.4523809523809524,0.8681318681318682,0.9090909090909091,0.85,0.7916666666666666,0.5287356321839081,0.27710843373493976,0.21951219512195122,0.125,0.12222222222222222,0.06741573033707865,0.11363636363636363,0.033707865168539325
158,0.3,0.6944444444444444,0.47619047619047616,0.75,0.8333333333333334,0.30285497486483925,0.09594882729211088,0.25,0.5,0.25,0.3110412811351415,0.12244897959183673,0.42857142857142855,0.41379310344827586,0.32941176470588235,0.2558139534883721,0.813953488372093,0.7530864197530864,0.27906976744186046,0.6593406593406593,0.3333333333333333,0.20481927710843373,0.7375,0.7023809523809523,0.5135135135135135,0.6296296296296297,0.5135135135135135,0.6470588235294118,0.4266666666666667,0.5571428571428572,0.7384615384615385,0.6753246753246753,0.7540983606557377,0.45977011494252873,0.8846153846153846,0.9285714285714286,0.2967032967032967,0.36363636363636365,0.3,0.7361111111111112,0.9310344827586207,0.927710843373494,0.9024390243902439,0.07954545454545454,0.13333333333333333,0.11235955056179775,0.06818181818181818,0.06741573033707865
160,0.1,0.4722222222222222,0.2619047619047619,0.75,0.8333333333333334,0.30285497486483925,0.16417910447761194,0.0,0.75,0.5,0.3356469496660293,0.6632653061224489,0.7142857142857143,0.4482758620689655,0.9411764705882353,0.5581395348837209,0.7093023255813954,0.8641975308641975,0.5348837209302325,0.7802197802197802,0.8809523809523809,0.8795180722891566,0.875,0.8452380952380952,0.7702702702702703,0.8148148148148148,0.7027027027027027,0.7254901960784313,0.7066666666666667,0.7285714285714285,0.5538461538461539,0.8181818181818182,0.45901639344262296,0.6551724137931034,0.7307692307692307,0.8452380952380952,0.7582417582417582,0.7922077922077922,0.5625,0.7222222222222222,0.7931034482758621,0.891566265060241,0.8658536585365854,0.13636363636363635,0.14444444444444443,0.1348314606741573,0.045454545454545456,0.0449438202247191
162,0.35,0.6388888888888888,0.47619047619047616,0.75,0.8055555555555556,0.3313098738499478,0.19189765458422176,0.5,0.5,0.75,0.31770531636225696,1.0,0.2857142857142857,0.20689655172413793,0.5882352941176471,0.9302325581395349,0.8488372093023255,0.6790123456790124,0.8604651162790697,0.7802197802197802,0.7857142857142857,0.927710843373494,0.625,0.8333333333333334,0.6081081081081081,0.691358024691358,0.6081081081081081,0.6274509803921569,0.56,0.8714285714285714,0.5230769230769231,0.6493506493506493,0.7540983606557377,0.8735632183908046,0.6538461538461539,0.3333333333333333,0.8901098901098901,0.5584415584415584,0.8625,0.7638888888888888,0.3218390804597701,0.30120481927710846,0.2926829268292683,0.07954545454545454,0.15555555555555556,0.15730337078651685,0.14772727272727273,0.033707865168539325
163,0.25,0.5833333333333334,0.42857142857142855,0.75,0.8055555555555556,0.32656739068576307,0.29637526652452023,0.5,0.5,0.75,0.3484624020258667,0.08163265306122448,0.7142857142857143,0.6206896551724138,0.7529411764705882,0.8604651162790697,0.7209302325581395,0.8271604938271605,0.813953488372093,0.9010989010989011,0.9047619047619048,0.5662650602409639,0.6,0.8928571428571429,0.8918918918918919,0.9135802469135802,0.8378378378378378,0.6862745098039216,0.7733333333333333,0.8428571428571429,0.6153846153846154,0.7142857142857143,0.6557377049180327,0.8160919540229885,0.5384615384615384,0.40476190476190477,0.8571428571428571,0.7272727272727273,0.8875,0.7777777777777778,0.3103448275862069,0.3614457831325301,0.34146341463414637,0.07954545454545454,0.06666666666666667,0.06741573033707865,0.14772727272727273,0.0898876404494382
165,0.25,0.8888888888888888,0.9285714285714286,0.75,0.8055555555555556,0.2933700085364697,0.14072494669509594,0.25,0.75,0.25,0.28130943166031874,0.030612244897959183,0.5714285714285714,0.13793103448275862,0.3176470588235294,0.13953488372093023,0.8488372093023255,0.7901234567901234,0.23255813953488372,0.5494505494505495,0.2619047619047619,0.24096385542168675,0.7125,0.6309523809523809,0.5675675675675675,0.7654320987654321,0.35135135135135137,0.7058823529411765,0.22666666666666666,0.2714285714285714,0.6461538461538462,0.5714285714285714,0.9672131147540983,0.21839080459770116,0.7692307692307693,0.8571428571428571,0.25274725274725274,0.5714285714285714,0.35,0.7222222222222222,0.8735632183908046,0.9397590361445783,0.926829268292683,0.10227272727272728,0.06666666666666667,0.056179775280898875,0.07954545454545454,0.12359550561797752
166,0.3,0.5,0.5476190476190477,0.75,0.8055555555555556,0.3218249075215783,0.232409381663113,0.25,0.5,0.5,0.30027630115287807,0.23469387755102042,0.42857142857142855,0.3793103448275862,0.6941176470588235,0.7790697674418605,0.872093023255814,0.9012345679012346,0.6744186046511628,0.7912087912087912,0.6904761904761905,0.7951807228915663,0.925,0.8452380952380952,0.6891891891891891,0.6296296296296297,0.7162162162162162,0.7450980392156863,0.7066666666666667,0.8142857142857143,0.8153846153846154,0.8311688311688312,0.6885245901639344,0.8620689655172413,0.8333333333333334,0.8095238095238095,0.8241758241758241,0.8181818181818182,0.75,0.7083333333333334,0.7816091954022989,0.8313253012048193,0.7682926829268293,0.056818181818181816,0.08888888888888889,0.1348314606741573,0.07954545454545454,0.12359550561797752
