,age,height_cm,weight_kg,overall,potential,value_eur,wage_eur,international_reputation,weak_foot,skill_moves,release_clause_eur,team_jersey_number,contract_valid_until,nation_jersey_number,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
2509,0.5,0.5555555555555556,0.47619047619047616,0.525,0.4166666666666667,0.044863890733187896,0.05970149253731343,0.0,0.25,0.5,0.049093434900065104,0.02040816326530612,0.42857142857142855,0.06896551724137931,0.7647058823529411,0.4069767441860465,0.5697674418604651,0.691358024691358,0.23255813953488372,0.6923076923076923,0.6904761904761905,0.5542168674698795,0.4875,0.7023809523809523,0.6486486486486487,0.6790123456790124,0.6081081081081081,0.5686274509803921,0.6,0.45714285714285713,0.5538461538461539,0.8181818181818182,0.639344262295082,0.367816091954023,0.6153846153846154,0.7738095238095238,0.5824175824175825,0.5194805194805194,0.525,0.5833333333333334,0.7701149425287356,0.8072289156626506,0.7317073170731707,0.07954545454545454,0.15555555555555556,0.06741573033707865,0.056818181818181816,0.1348314606741573
2514,0.5,0.5277777777777778,0.5714285714285714,0.525,0.4166666666666667,0.044863890733187896,0.029850746268656716,0.0,0.5,0.5,0.04140416348416266,0.1836734693877551,0.42857142857142855,0.5517241379310345,0.7294117647058823,0.46511627906976744,0.6162790697674418,0.6790123456790124,0.6511627906976745,0.6923076923076923,0.6428571428571429,0.4939759036144578,0.6,0.7023809523809523,0.7297297297297297,0.7530864197530864,0.6621621621621622,0.5294117647058824,0.68,0.6142857142857143,0.7384615384615385,0.7662337662337663,0.6721311475409836,0.5977011494252874,0.7435897435897436,0.7857142857142857,0.5714285714285714,0.5324675324675324,0.5,0.5694444444444444,0.7241379310344828,0.8072289156626506,0.8048780487804879,0.056818181818181816,0.06666666666666667,0.11235955056179775,0.056818181818181816,0.06741573033707865
2517,0.5,0.5,0.2857142857142857,0.525,0.4166666666666667,0.05150336716304657,0.09808102345415778,0.0,0.75,0.5,0.05319437965521307,0.1326530612244898,0.42857142857142855,0.4482758620689655,0.7764705882352941,0.6744186046511628,0.5813953488372093,0.8148148148148148,0.6511627906976745,0.6593406593406593,0.7857142857142857,0.8554216867469879,0.7375,0.7261904761904762,0.581081081081081,0.6172839506172839,0.7432432432432432,0.5098039215686274,0.7333333333333333,0.6571428571428571,0.7076923076923077,0.8831168831168831,0.5409836065573771,0.8160919540229885,0.7564102564102564,0.7023809523809523,0.6813186813186813,0.7662337662337663,0.675,0.625,0.6091954022988506,0.7469879518072289,0.6829268292682927,0.07954545454545454,0.15555555555555556,0.10112359550561797,0.045454545454545456,0.06741573033707865
2518,0.6,0.7222222222222222,0.6666666666666666,0.525,0.4166666666666667,0.04296689746751399,0.07249466950959488,0.0,0.5,0.25,0.03986630920098218,0.12244897959183673,0.14285714285714285,0.1724137931034483,0.36470588235294116,0.43023255813953487,0.7558139534883721,0.7407407407407407,0.45348837209302323,0.4945054945054945,0.39285714285714285,0.3132530120481928,0.65,0.5595238095238095,0.21621621621621623,0.7407407407407407,0.16216216216216217,0.6470588235294118,0.22666666666666666,0.6428571428571429,0.46153846153846156,0.7272727272727273,0.819672131147541,0.6436781609195402,0.9358974358974359,0.8809523809523809,0.46153846153846156,0.5064935064935064,0.3375,0.5416666666666666,0.7471264367816092,0.8072289156626506,0.8536585365853658,0.17045454545454544,0.15555555555555556,0.14606741573033707,0.18181818181818182,0.15730337078651685
2520,0.5,0.5,0.5714285714285714,0.525,0.4166666666666667,0.05150336716304657,0.04904051172707889,0.25,0.75,0.5,0.04755558061688461,0.10204081632653061,0.2857142857142857,0.20689655172413793,0.8,0.6744186046511628,0.7441860465116279,0.7037037037037037,0.7093023255813954,0.7692307692307693,0.75,0.3493975903614458,0.55,0.75,0.918918918918919,0.8888888888888888,0.7027027027027027,0.49019607843137253,0.7466666666666667,0.6857142857142857,0.9230769230769231,0.7012987012987013,0.639344262295082,0.6896551724137931,0.7307692307692307,0.5476190476190477,0.7582417582417582,0.6233766233766234,0.7375,0.6111111111111112,0.6436781609195402,0.46987951807228917,0.3902439024390244,0.06818181818181818,0.08888888888888889,0.06741573033707865,0.045454545454545456,0.07865168539325842
2525,0.45,0.3888888888888889,0.3333333333333333,0.525,0.4166666666666667,0.0467608839988618,0.09381663113006397,0.0,0.5,0.5,0.04806819871127811,0.1326530612244898,0.14285714285714285,0.10344827586206896,0.7176470588235294,0.5697674418604651,0.5581395348837209,0.7037037037037037,0.5,0.7362637362637363,0.6785714285714286,0.37349397590361444,0.625,0.7380952380952381,0.8648648648648649,0.8888888888888888,0.8108108108108109,0.45098039215686275,0.7866666666666666,0.5,0.5538461538461539,0.8051948051948052,0.4262295081967213,0.6091954022988506,0.5897435897435898,0.7619047619047619,0.6813186813186813,0.5974025974025974,0.3875,0.5694444444444444,0.6896551724137931,0.7590361445783133,0.7682926829268293,0.125,0.08888888888888889,0.0449438202247191,0.10227272727272728,0.14606741573033707
2530,0.65,0.8333333333333334,0.6904761904761905,0.525,0.4166666666666667,0.03917291093616618,0.07249466950959488,0.0,0.5,0.25,0.042429399672949654,0.14285714285714285,0.42857142857142855,0.5862068965517241,0.3058823529411765,0.2441860465116279,0.8604651162790697,0.6790123456790124,0.32558139534883723,0.24175824175824176,0.35714285714285715,0.2289156626506024,0.725,0.4523809523809524,0.22972972972972974,0.25925925925925924,0.14864864864864866,0.5294117647058824,0.10666666666666667,0.5571428571428572,0.46153846153846156,0.5324675324675324,0.819672131147541,0.3333333333333333,0.717948717948718,0.7738095238095238,0.3956043956043956,0.4805194805194805,0.25,0.7777777777777778,0.7816091954022989,0.7831325301204819,0.8048780487804879,0.14772727272727273,0.08888888888888889,0.10112359550561797,0.14772727272727273,0.07865168539325842
2540,0.4,0.4166666666666667,0.2857142857142857,0.525,0.4166666666666667,0.05624585032723134,0.05970149253731343,0.25,0.25,0.75,0.05165652537203258,0.10204081632653061,0.14285714285714285,0.20689655172413793,0.8,0.6046511627906976,0.38372093023255816,0.8271604938271605,0.7558139534883721,0.7802197802197802,0.8452380952380952,0.8313253012048193,0.725,0.7738095238095238,0.7567567567567568,0.7777777777777778,0.7567567567567568,0.49019607843137253,0.7733333333333333,0.7285714285714285,0.7692307692307693,0.6363636363636364,0.16393442622950818,0.7816091954022989,0.6666666666666666,0.4880952380952381,0.7802197802197802,0.7142857142857143,0.7125,0.7361111111111112,0.5632183908045977,0.4939759036144578,0.47560975609756095,0.14772727272727273,0.12222222222222222,0.11235955056179775,0.07954545454545454,0.06741573033707865
2544,0.55,0.25,0.23809523809523808,0.525,0.4166666666666667,0.05150336716304657,0.03624733475479744,0.0,0.75,0.5,0.04191678157855616,0.16326530612244897,0.14285714285714285,0.3103448275862069,0.49411764705882355,0.4883720930232558,0.45348837209302323,0.8765432098765432,0.4883720930232558,0.7582417582417582,0.6904761904761905,0.43373493975903615,0.725,0.8214285714285714,0.8243243243243243,0.7654320987654321,0.8243243243243243,0.6078431372549019,0.92,0.32857142857142857,0.4153846153846154,0.8181818181818182,0.08196721311475409,0.4827586206896552,0.6666666666666666,0.8214285714285714,0.5934065934065934,0.7012987012987013,0.4875,0.75,0.6781609195402298,0.7349397590361446,0.5975609756097561,0.056818181818181816,0.13333333333333333,0.1348314606741573,0.11363636363636363,0.07865168539325842
2548,0.55,0.4166666666666667,0.5238095238095238,0.525,0.4166666666666667,0.04296689746751399,0.014925373134328358,0.0,0.75,0.5,0.037303218729014695,0.16326530612244897,0.42857142857142855,0.5517241379310345,0.788235294117647,0.5813953488372093,0.6395348837209303,0.7654320987654321,0.6395348837209303,0.7802197802197802,0.8214285714285714,0.6746987951807228,0.6875,0.75,0.972972972972973,0.9753086419753086,0.7972972972972973,0.47058823529411764,0.7333333333333333,0.7285714285714285,0.676923076923077,0.8441558441558441,0.6721311475409836,0.7126436781609196,0.6923076923076923,0.6547619047619048,0.7032967032967034,0.5584415584415584,0.675,0.5138888888888888,0.6781609195402298,0.7349397590361446,0.7195121951219512,0.10227272727272728,0.1111111111111111,0.12359550561797752,0.14772727272727273,0.0898876404494382
2549,0.55,0.2777777777777778,0.23809523809523808,0.525,0.4166666666666667,0.05150336716304657,0.046908315565031986,0.0,0.0,0.5,0.04755558061688461,0.1836734693877551,0.0,0.6206896551724138,0.8117647058823529,0.5813953488372093,0.5348837209302325,0.8148148148148148,0.6627906976744186,0.7362637362637363,0.7261904761904762,0.7469879518072289,0.7875,0.7380952380952381,0.6081081081081081,0.5925925925925926,0.8243243243243243,0.49019607843137253,0.7466666666666667,0.7142857142857143,0.7230769230769231,0.8441558441558441,0.4262295081967213,0.6666666666666666,0.8076923076923077,0.6428571428571429,0.7142857142857143,0.8051948051948052,0.5125,0.7083333333333334,0.7126436781609196,0.6506024096385542,0.7073170731707317,0.056818181818181816,0.06666666666666667,0.15730337078651685,0.10227272727272728,0.0449438202247191
2550,0.5,0.3888888888888889,0.40476190476190477,0.525,0.4166666666666667,0.05150336716304657,0.0,0.0,0.25,0.75,0.061396269165509006,0.24489795918367346,0.14285714285714285,0.4827586206896552,0.7294117647058823,0.7209302325581395,0.813953488372093,0.691358024691358,0.6627906976744186,0.7802197802197802,0.7857142857142857,0.42168674698795183,0.6125,0.7619047619047619,0.8513513513513513,0.8395061728395061,0.7432432432432432,0.5882352941176471,0.7333333333333333,0.7142857142857143,0.8,0.7662337662337663,0.4426229508196721,0.6666666666666666,0.7051282051282052,0.6547619047619048,0.7582417582417582,0.6493506493506493,0.7,0.7083333333333334,0.27586206896551724,0.6265060240963856,0.7073170731707317,0.045454545454545456,0.08888888888888889,0.11235955056179775,0.14772727272727273,0.06741573033707865
2554,0.55,0.4444444444444444,0.5238095238095238,0.525,0.4166666666666667,0.05150336716304657,0.0,0.0,0.5,0.5,0.061396269165509006,0.09183673469387756,0.42857142857142855,0.41379310344827586,0.7764705882352941,0.6976744186046512,0.47674418604651164,0.7283950617283951,0.7325581395348837,0.7912087912087912,0.7142857142857143,0.7469879518072289,0.65,0.7738095238095238,0.7972972972972973,0.7901234567901234,0.7162162162162162,0.45098039215686275,0.7466666666666667,0.6714285714285714,0.4461538461538462,0.6623376623376623,0.39344262295081966,0.7701149425287356,0.47435897435897434,0.35714285714285715,0.7362637362637363,0.7272727272727273,0.6125,0.6527777777777778,0.40229885057471265,0.3493975903614458,0.2804878048780488,0.10227272727272728,0.13333333333333333,0.12359550561797752,0.10227272727272728,0.033707865168539325
2566,0.5,0.027777777777777776,0.16666666666666666,0.525,0.4166666666666667,0.05150336716304657,0.017057569296375266,0.0,0.5,0.5,0.04755558061688461,0.02040816326530612,0.5714285714285714,0.06896551724137931,0.7294117647058823,0.6162790697674418,0.5697674418604651,0.8271604938271605,0.872093023255814,0.7142857142857143,0.6428571428571429,0.7108433734939759,0.7625,0.7738095238095238,0.7162162162162162,0.6790123456790124,0.7297297297297297,0.5098039215686274,0.9466666666666667,0.7428571428571429,0.5846153846153846,0.8571428571428571,0.5573770491803278,0.7701149425287356,0.7564102564102564,0.7976190476190477,0.6593406593406593,0.7142857142857143,0.7125,0.7083333333333334,0.6206896551724138,0.6626506024096386,0.6707317073170732,0.06818181818181818,0.07777777777777778,0.10112359550561797,0.13636363636363635,0.033707865168539325
2584,0.5,0.16666666666666666,0.3333333333333333,0.525,0.4166666666666667,0.044863890733187896,0.014925373134328358,0.0,1.0,0.5,0.03422751016265372,0.15306122448979592,0.14285714285714285,0.6896551724137931,0.7647058823529411,0.7209302325581395,0.5813953488372093,0.7530864197530864,0.5697674418604651,0.7362637362637363,0.6666666666666666,0.6626506024096386,0.725,0.7142857142857143,0.918918918918919,0.9135802469135802,0.8243243243243243,0.49019607843137253,0.8,0.6142857142857143,0.5076923076923077,0.8441558441558441,0.6229508196721312,0.7011494252873564,0.7307692307692307,0.6666666666666666,0.7472527472527473,0.5194805194805194,0.5125,0.6666666666666666,0.7011494252873564,0.6987951807228916,0.8414634146341463,0.13636363636363635,0.1,0.07865168539325842,0.07954545454545454,0.0449438202247191
2596,0.5,0.3611111111111111,0.2857142857142857,0.525,0.4166666666666667,0.044863890733187896,0.0511727078891258,0.0,0.25,0.5,0.04653034442809762,0.07142857142857142,0.42857142857142855,0.1724137931034483,0.7176470588235294,0.5348837209302325,0.4069767441860465,0.691358024691358,0.47674418604651164,0.7472527472527473,0.7261904761904762,0.6867469879518072,0.65,0.7142857142857143,0.8648648648648649,0.8888888888888888,0.8918918918918919,0.5882352941176471,0.7333333333333333,0.6142857142857143,0.6307692307692307,0.8571428571428571,0.5573770491803278,0.6436781609195402,0.717948717948718,0.6785714285714286,0.7032967032967034,0.6623376623376623,0.6125,0.6527777777777778,0.6896551724137931,0.7469879518072289,0.7560975609756098,0.125,0.1,0.07865168539325842,0.06818181818181818,0.056179775280898875
2650,0.15,0.5,0.5476190476190477,0.5,0.7777777777777778,0.07047329981978565,0.0021321961620469083,0.0,0.5,0.0,0.0752369577141334,0.0,0.14285714285714285,0.0,0.11764705882352941,0.12790697674418605,0.11627906976744186,0.1728395061728395,0.12790697674418605,0.0989010989010989,0.16666666666666666,0.13253012048192772,0.2125,0.16666666666666666,0.36486486486486486,0.48148148148148145,0.6351351351351351,0.39215686274509803,0.5866666666666667,0.38571428571428573,0.6923076923076923,0.24675324675324675,0.2786885245901639,0.16091954022988506,0.08974358974358974,0.10714285714285714,0.12087912087912088,0.6363636363636364,0.1625,0.3055555555555556,0.20689655172413793,0.08433734939759036,0.15853658536585366,0.8068181818181818,0.7555555555555555,0.7528089887640449,0.8181818181818182,0.8314606741573034
2654,0.15,0.2777777777777778,0.21428571428571427,0.5,0.7222222222222222,0.06573081665560088,0.0,0.0,0.75,0.5,0.08548931960200332,0.061224489795918366,0.42857142857142855,0.6206896551724138,0.6588235294117647,0.6046511627906976,0.4418604651162791,0.8271604938271605,0.5,0.7912087912087912,0.5952380952380952,0.5180722891566265,0.8125,0.7380952380952381,0.7027027027027027,0.7407407407407407,0.7837837837837838,0.5294117647058824,0.8133333333333334,0.45714285714285713,0.3384615384615385,0.5454545454545454,0.2459016393442623,0.6206896551724138,0.34615384615384615,0.6785714285714286,0.6593406593406593,0.7532467532467533,0.5,0.6666666666666666,0.6436781609195402,0.6265060240963856,0.573170731707317,0.06818181818181818,0.13333333333333333,0.1348314606741573,0.056818181818181816,0.10112359550561797
2687,0.2,0.16666666666666666,0.19047619047619047,0.5,0.6388888888888888,0.05624585032723134,0.01279317697228145,0.0,0.75,0.75,0.05165652537203258,0.061224489795918366,0.42857142857142855,0.3103448275862069,0.6588235294117647,0.7093023255813954,0.4186046511627907,0.7283950617283951,0.686046511627907,0.7912087912087912,0.6785714285714286,0.5542168674698795,0.575,0.75,0.8513513513513513,0.8024691358024691,0.918918918918919,0.49019607843137253,0.8,0.7571428571428571,0.38461538461538464,0.7532467532467533,0.39344262295081966,0.7011494252873564,0.5512820512820513,0.2619047619047619,0.6813186813186813,0.6753246753246753,0.625,0.6666666666666666,0.3333333333333333,0.39759036144578314,0.2682926829268293,0.056818181818181816,0.12222222222222222,0.0449438202247191,0.14772727272727273,0.10112359550561797
2697,0.2,0.4166666666666667,0.42857142857142855,0.5,0.6111111111111112,0.05624585032723134,0.042643923240938165,0.0,0.75,0.5,0.054732233938393555,0.10204081632653061,0.2857142857142857,0.4827586206896552,0.5411764705882353,0.7674418604651163,0.627906976744186,0.7037037037037037,0.686046511627907,0.8241758241758241,0.4642857142857143,0.40963855421686746,0.475,0.8214285714285714,0.9054054054054054,0.8765432098765432,0.7432432432432432,0.5294117647058824,0.76,0.6428571428571429,0.6,0.6883116883116883,0.47540983606557374,0.6896551724137931,0.5769230769230769,0.14285714285714285,0.7142857142857143,0.42857142857142855,0.7375,0.5277777777777778,0.1724137931034483,0.10843373493975904,0.1951219512195122,0.06818181818181818,0.13333333333333333,0.11235955056179775,0.14772727272727273,0.0898876404494382
2704,0.15,0.7777777777777778,0.40476190476190477,0.5,0.6111111111111112,0.05150336716304657,0.06183368869936034,0.0,0.5,0.25,0.05883317869354152,0.32653061224489793,0.5714285714285714,0.13793103448275862,0.32941176470588235,0.2558139534883721,0.7441860465116279,0.6790123456790124,0.32558139534883723,0.5824175824175825,0.38095238095238093,0.2891566265060241,0.5875,0.6547619047619048,0.5,0.6049382716049383,0.3918918918918919,0.43137254901960786,0.5733333333333334,0.2571428571428571,0.676923076923077,0.6233766233766234,0.6885245901639344,0.2413793103448276,0.717948717948718,0.75,0.34065934065934067,0.4675324675324675,0.425,0.5694444444444444,0.7471264367816092,0.7710843373493976,0.7926829268292683,0.09090909090909091,0.08888888888888889,0.11235955056179775,0.13636363636363635,0.10112359550561797
2744,0.35,0.7222222222222222,0.5238095238095238,0.5,0.5555555555555556,0.03822441430332922,0.029850746268656716,0.0,0.5,0.0,0.03474012825704722,0.0,0.42857142857142855,0.6896551724137931,0.18823529411764706,0.10465116279069768,0.19767441860465115,0.41975308641975306,0.12790697674418605,0.24175824175824176,0.15476190476190477,0.10843373493975904,0.2875,0.23809523809523808,0.36486486486486486,0.4444444444444444,0.13513513513513514,0.45098039215686275,0.4,0.38571428571428573,0.6153846153846154,0.19480519480519481,0.6229508196721312,0.1724137931034483,0.038461538461538464,0.20238095238095238,0.14285714285714285,0.24675324675324675,0.2125,0.4722222222222222,0.14942528735632185,0.14457831325301204,0.1951219512195122,0.8295454545454546,0.7666666666666667,0.7528089887640449,0.7727272727272727,0.8202247191011236
2753,0.25,0.7777777777777778,0.5714285714285714,0.5,0.5555555555555556,0.03822441430332922,0.029850746268656716,0.0,0.5,0.0,0.04601772633370413,0.0,0.2857142857142857,0.7586206896551724,0.08235294117647059,0.05813953488372093,0.08139534883720931,0.25925925925925924,0.18604651162790697,0.0989010989010989,0.11904761904761904,0.1566265060240964,0.1875,0.15476190476190477,0.3783783783783784,0.49382716049382713,0.36486486486486486,0.5098039215686274,0.49333333333333335,0.4,0.6923076923076923,0.2597402597402597,0.5409836065573771,0.14942528735632185,0.14102564102564102,0.20238095238095238,0.10989010989010989,0.2987012987012987,0.1625,0.2916666666666667,0.11494252873563218,0.10843373493975904,0.0975609756097561,0.8181818181818182,0.7444444444444445,0.7640449438202247,0.7954545454545454,0.8202247191011236
2754,0.3,0.2777777777777778,0.40476190476190477,0.5,0.5555555555555556,0.0467608839988618,0.010660980810234541,0.0,0.5,0.5,0.04294201776734315,0.061224489795918366,0.0,0.4827586206896552,0.6823529411764706,0.6395348837209303,0.6511627906976745,0.7654320987654321,0.5232558139534884,0.7142857142857143,0.7261904761904762,0.39759036144578314,0.725,0.7023809523809523,0.6216216216216216,0.6666666666666666,0.7432432432432432,0.49019607843137253,0.84,0.6428571428571429,0.8153846153846154,0.922077922077922,0.5409836065573771,0.6551724137931034,0.7948717948717948,0.7380952380952381,0.6923076923076923,0.6623376623376623,0.6375,0.6666666666666666,0.7241379310344828,0.7469879518072289,0.7439024390243902,0.125,0.05555555555555555,0.11235955056179775,0.1590909090909091,0.0898876404494382
2767,0.3,0.4166666666666667,0.40476190476190477,0.5,0.5277777777777778,0.05150336716304657,0.053304904051172705,0.0,0.5,0.5,0.05780794250475453,0.10204081632653061,0.5714285714285714,0.6206896551724138,0.7176470588235294,0.7906976744186046,0.6511627906976745,0.6666666666666666,0.6395348837209303,0.7582417582417582,0.5833333333333334,0.5783132530120482,0.5,0.7380952380952381,0.8648648648648649,0.8518518518518519,0.8108108108108109,0.5098039215686274,0.6266666666666667,0.6428571428571429,0.26153846153846155,0.5844155844155844,0.5081967213114754,0.7126436781609196,0.38461538461538464,0.20238095238095238,0.7692307692307693,0.7272727272727273,0.6375,0.625,0.45977011494252873,0.14457831325301204,0.15853658536585366,0.13636363636363635,0.05555555555555555,0.0898876404494382,0.13636363636363635,0.1348314606741573
2769,0.4,0.75,0.5476190476190477,0.5,0.5277777777777778,0.043915394100350946,0.0,0.0,0.25,0.25,0.05421961584400006,0.22448979591836735,0.42857142857142855,0.5862068965517241,0.7176470588235294,0.43023255813953487,0.7093023255813954,0.7530864197530864,0.3372093023255814,0.6483516483516484,0.7857142857142857,0.6385542168674698,0.7875,0.5476190476190477,0.47297297297297297,0.7283950617283951,0.40540540540540543,0.5098039215686274,0.4533333333333333,0.5285714285714286,0.6153846153846154,0.6493506493506493,0.6885245901639344,0.5172413793103449,0.6923076923076923,0.75,0.21978021978021978,0.36363636363636365,0.3625,0.5972222222222222,0.7701149425287356,0.7831325301204819,0.7682926829268293,0.09090909090909091,0.03333333333333333,0.033707865168539325,0.09090909090909091,0.07865168539325842
2785,0.35,0.6944444444444444,0.5952380952380952,0.5,0.5277777777777778,0.044863890733187896,0.0,0.0,0.5,0.25,0.05216914346642608,0.030612244897959183,0.42857142857142855,0.13793103448275862,0.43529411764705883,0.4069767441860465,0.686046511627907,0.5555555555555556,0.3023255813953488,0.46153846153846156,0.47619047619047616,0.46987951807228917,0.5625,0.5833333333333334,0.5540540540540541,0.5432098765432098,0.4864864864864865,0.5490196078431373,0.49333333333333335,0.5142857142857142,0.7692307692307693,0.6233766233766234,0.7049180327868853,0.6206896551724138,0.7307692307692307,0.7857142857142857,0.5494505494505495,0.4155844155844156,0.5,0.6527777777777778,0.7931034482758621,0.7951807228915663,0.8292682926829268,0.125,0.07777777777777778,0.0898876404494382,0.07954545454545454,0.06741573033707865
2788,0.25,0.4722222222222222,0.40476190476190477,0.5,0.5277777777777778,0.04581238736602485,0.07249466950959488,0.0,0.5,0.5,0.048580816805671605,0.25510204081632654,0.2857142857142857,0.5862068965517241,0.5882352941176471,0.627906976744186,0.6395348837209303,0.8024691358024691,0.6395348837209303,0.7362637362637363,0.6309523809523809,0.42168674698795183,0.725,0.6785714285714286,0.7027027027027027,0.6666666666666666,0.6351351351351351,0.47058823529411764,0.6533333333333333,0.7428571428571429,0.5538461538461539,0.6233766233766234,0.6557377049180327,0.6781609195402298,0.7564102564102564,0.7976190476190477,0.6483516483516484,0.5584415584415584,0.5,0.6527777777777778,0.7586206896551724,0.7590361445783133,0.8414634146341463,0.06818181818181818,0.08888888888888889,0.0898876404494382,0.14772727272727273,0.10112359550561797
2810,0.3,0.3888888888888889,0.38095238095238093,0.5,0.5,0.04296689746751399,0.021321961620469083,0.0,0.75,0.5,0.0362779825402277,0.20408163265306123,0.42857142857142855,0.5862068965517241,0.7529411764705882,0.45348837209302323,0.5697674418604651,0.7283950617283951,0.5813953488372093,0.6923076923076923,0.7738095238095238,0.7228915662650602,0.6875,0.6547619047619048,0.6891891891891891,0.7654320987654321,0.6756756756756757,0.47058823529411764,0.6933333333333334,0.7142857142857143,0.6461538461538462,0.9090909090909091,0.5901639344262295,0.6781609195402298,0.7051282051282052,0.75,0.5274725274725275,0.5844155844155844,0.475,0.625,0.7471264367816092,0.7831325301204819,0.7682926829268293,0.056818181818181816,0.08888888888888889,0.06741573033707865,0.09090909090909091,0.056179775280898875
2817,0.3,0.1111111111111111,0.16666666666666666,0.5,0.5,0.0467608839988618,0.010660980810234541,0.0,0.5,0.5,0.03986630920098218,0.061224489795918366,0.14285714285714285,0.20689655172413793,0.6823529411764706,0.686046511627907,0.45348837209302323,0.7037037037037037,0.6627906976744186,0.7582417582417582,0.7619047619047619,0.4819277108433735,0.6375,0.7023809523809523,0.8108108108108109,0.8271604938271605,0.7702702702702703,0.45098039215686275,0.7733333333333333,0.6571428571428571,0.6923076923076923,0.8571428571428571,0.36065573770491804,0.6666666666666666,0.782051282051282,0.5119047619047619,0.7472527472527473,0.6883116883116883,0.7,0.6111111111111112,0.6091954022988506,0.6626506024096386,0.5975609756097561,0.1590909090909091,0.08888888888888889,0.07865168539325842,0.125,0.12359550561797752
2837,0.4,0.6388888888888888,0.4523809523809524,0.5,0.4722222222222222,0.041069904201840084,0.0,0.0,0.5,0.25,0.05114390727763909,0.21428571428571427,0.42857142857142855,0.10344827586206896,0.5411764705882353,0.3953488372093023,0.7209302325581395,0.691358024691358,0.5465116279069767,0.5934065934065934,0.36904761904761907,0.26506024096385544,0.7125,0.6904761904761905,0.4594594594594595,0.5555555555555556,0.527027027027027,0.45098039215686275,0.41333333333333333,0.6,0.36923076923076925,0.5324675324675324,0.7377049180327869,0.5747126436781609,0.7435897435897436,0.7857142857142857,0.5274725274725275,0.5324675324675324,0.4875,0.6527777777777778,0.7471264367816092,0.7831325301204819,0.8048780487804879,0.09090909090909091,0.1111111111111111,0.0449438202247191,0.1590909090909091,0.0449438202247191
2841,0.4,0.5,0.47619047619047616,0.5,0.4722222222222222,0.0467608839988618,0.0255863539445629,0.0,0.75,0.5,0.05216914346642608,0.10204081632653061,0.42857142857142855,0.4482758620689655,0.7294117647058823,0.7209302325581395,0.7093023255813954,0.8024691358024691,0.7441860465116279,0.6923076923076923,0.7380952380952381,0.8072289156626506,0.75,0.7261904761904762,0.581081081081081,0.7037037037037037,0.6216216216216216,0.39215686274509803,0.5866666666666667,0.7714285714285715,0.5846153846153846,0.6883116883116883,0.639344262295082,0.8275862068965517,0.5769230769230769,0.42857142857142855,0.7472527472527473,0.7532467532467533,0.6625,0.5833333333333334,0.4367816091954023,0.2891566265060241,0.4024390243902439,0.11363636363636363,0.1111111111111111,0.12359550561797752,0.06818181818181818,0.12359550561797752
2846,0.4,0.7777777777777778,0.6666666666666666,0.5,0.4722222222222222,0.0467608839988618,0.0255863539445629,0.0,0.5,0.5,0.05268176156081957,0.08163265306122448,0.2857142857142857,0.5862068965517241,0.25882352941176473,0.7674418604651163,0.8023255813953488,0.6419753086419753,0.813953488372093,0.7142857142857143,0.6904761904761905,0.4457831325301205,0.425,0.7142857142857143,0.4864864864864865,0.5308641975308642,0.4189189189189189,0.5098039215686274,0.24,0.7857142857142857,0.2923076923076923,0.4025974025974026,0.8688524590163934,0.7011494252873564,0.8076923076923077,0.27380952380952384,0.7692307692307693,0.5454545454545454,0.8625,0.7361111111111112,0.14942528735632185,0.1686746987951807,0.2073170731707317,0.14772727272727273,0.13333333333333333,0.06741573033707865,0.13636363636363635,0.0898876404494382
2854,0.4,0.7777777777777778,0.7380952380952381,0.5,0.4722222222222222,0.041069904201840084,0.01279317697228145,0.0,0.5,0.25,0.03525274635144071,0.24489795918367346,0.42857142857142855,0.13793103448275862,0.36470588235294116,0.5116279069767442,0.8255813953488372,0.691358024691358,0.5232558139534884,0.4065934065934066,0.2976190476190476,0.37349397590361444,0.675,0.6190476190476191,0.4189189189189189,0.5925925925925926,0.3108108108108108,0.49019607843137253,0.29333333333333333,0.45714285714285713,0.7384615384615385,0.7272727272727273,0.819672131147541,0.39080459770114945,0.8461538461538461,0.7619047619047619,0.4835164835164835,0.2597402597402597,0.575,0.6111111111111112,0.7471264367816092,0.7228915662650602,0.6707317073170732,0.125,0.13333333333333333,0.06741573033707865,0.09090909090909091,0.06741573033707865
